GEOID,NAME,svi_cdc,dom_ses,dom_household,dom_minority,dom_housing,pca_sovi
17031010100,Census Tract 101; Cook County; Illinois,0.4448024718605164,0.6626475759859332,0.26733232856066313,0.23888470233609646,0.6601356443104748,0.3041381783617798
17031030703,Census Tract 307.03; Cook County; Illinois,0.45111454425071723,0.647073599598091,0.31537302185380556,0.1827430293896006,0.7017709118311982,0.17344212780490195
17031030706,Census Tract 307.06; Cook County; Illinois,0.34495696314279406,0.44561667922632503,0.2750565184626978,0.1503391107761869,0.6738884702336096,0.10691740226455192
17031030800,Census Tract 308; Cook County; Illinois,0.3176561465460163,0.29766390354182365,0.2392614920874152,0.34853051996985684,0.5817633760361718,0.24925638027525074
17031030900,Census Tract 309; Cook County; Illinois,0.21650849702052524,0.29490077869881937,0.15994724943481536,0.0934438583270535,0.6311228334589298,0.24246890011766983
17031031000,Census Tract 310; Cook County; Illinois,0.27115427058044583,0.20849032906304948,0.06895252449133384,0.5199698568198945,0.5374905802562171,0.22573932578159595
17031031100,Census Tract 311; Cook County; Illinois,0.3715515338777311,0.3165033911077619,0.20497362471740768,0.4167294649585531,0.6823662396382818,0.2686774253241122
17031031200,Census Tract 312; Cook County; Illinois,0.6526815272566762,0.7513187641296157,0.210060286360211,0.733232856066315,0.725885455915599,0.47640458033150146
17031031300,Census Tract 313; Cook County; Illinois,0.5074376517325094,0.4418487817131374,0.3455162019593067,0.44951017332328563,0.7703466465712132,0.16773192743127624
17031031400,Census Tract 314; Cook County; Illinois,0.22328404325755907,0.11655362974127104,0.23756593820648078,0.08590806330067823,0.7586661642803316,0.100259695553212
17031031501,Census Tract 315.01; Cook County; Illinois,0.6271242551313175,0.7091183119819141,0.46684250188394877,0.49736247174076864,0.6744536548605877,0.46529769817469063
17031031502,Census Tract 315.02; Cook County; Illinois,0.6260648863385565,0.7181612660135644,0.31311228334589303,0.5817633760361718,0.73172569706104,0.44071903870004603
17031031700,Census Tract 317; Cook County; Illinois,0.38914146987419995,0.39914594323034414,0.1081386586284853,0.4366993217784476,0.7266390354182366,0.26382367706634813
17031031800,Census Tract 318; Cook County; Illinois,0.4480247186051644,0.3971363978899774,0.11473247927656369,0.5772418990203466,0.7490580256217031,0.27632604318330445
17031031900,Census Tract 319; Cook County; Illinois,0.1771132200397263,0.11931675458427532,0.21797287113790506,0.08854559155990957,0.6414845516201959,0.2895099357019121
17031032100,Census Tract 321; Cook County; Illinois,0.5472301920105936,0.5398141170560161,0.19498869630746044,0.4464958553127355,0.9391484551620196,0.30663617473826743
